flow_id,payload_length,time_diff
24,6,0.0002244969946332276
24,173,0.000665035389829427
24,1500,0.0005025447462685406
24,6,0.0037318540271371603
25,7,0.00237799109891057
25,1500,0.0013480307534337044
25,2,0.0023795263841748238
25,189,0.0005404987023212016
25,6,1e-06
25,26,0.0017961146077141166
25,1500,0.0025615363847464323
25,6,0.002336980774998665
25,6,0.000546240305993706
25,6,0.0008056080550886691
26,1500,1e-06
26,6,0.00040747789898887277
26,1471,1e-06
26,1,0.0009537304867990315
26,6,0.0009145164513029158
26,2,0.0015929791843518615
26,1500,0.0003762809210456908
26,12,0.0015198704786598682
26,1500,0.0030381791293621063
26,171,0.00033796747447922826
26,297,0.000499978254083544
26,5,0.0007753936224617064
26,1500,0.003117148531600833
26,5,0.00233601126819849
26,2,0.0012582028284668922
26,5,0.0014872729079797864
27,7,0.0005480945692397654
27,2,0.0019312143558636308
27,2,0.0020699964370578527
27,1495,0.0039032830391079187
27,1500,0.001792917144484818
27,6,0.0013807148206979036
27,6,0.002929259790107608
27,6,0.0008239150629378855
28,1500,1e-06
28,7,0.0034545373637229204
28,7,0.00022020988399162889
28,1500,0.033006951212882996
28,6,0.001024947501718998
28,7,0.0009630339336581528
28,6,0.0025034225545823574
28,6,0.0011580160353332758
28,1387,0.0016205833526328206
28,1500,0.003706934629008174
28,1500,0.0004767156788147986
28,7,0.0011139493435621262
28,1500,0.0028031952679157257
28,8,0.0033455134835094213
28,2,0.018330849707126617
28,6,0.0019966696854680777
28,1490,0.0003919075825251639
28,6,0.0012180933263152838
29,6,0.0021757781505584717
29,1500,0.002363277366384864
29,11,0.0031485261861234903
29,1500,0.0012464148458093405
29,5,0.002685913350433111
29,271,0.0004843075876124203
29,6,0.0019824886694550514
29,303,0.00038178107934072614
29,1500,0.0013041698839515448
29,5,0.009589211083948612
29,6,0.0015074399998411536
29,6,0.0028028441593050957
30,6,0.002258423250168562
30,4,0.0005747269024141133
30,210,0.0006747095030732453
30,1467,0.002926003187894821
30,6,0.0005684064817614853
30,1500,0.006337548606097698
30,129,0.009238884784281254
30,8,1e-06
30,1500,0.0036421085242182016
30,6,0.0021175253205001354
31,2,0.0016220295801758766
31,215,0.00028133607702329755
31,6,0.0015444884775206447
31,6,0.011239361017942429
31,6,0.0015300792874768376
31,1431,0.001675747218541801
31,14,0.02119387499988079
31,6,0.0034000554587692022
31,1500,0.0012021987931802869
31,1500,0.001634487067349255
31,8,0.001904732664115727
32,1500,0.0023855033796280622
32,1500,0.005100025329738855
32,6,0.0027460879646241665
32,2,0.0024449112825095654
32,6,0.0011193992104381323
32,1364,1e-06
32,1496,0.0023316137958317995
32,1475,0.0007959325448609889
32,7,0.0008223143522627652
32,6,0.00047678715782240033
33,0,0.016496213153004646
33,1500,0.0029821291100233793
33,815,0.0005622944445349276
33,1500,0.0007172795594669878
33,7,0.002399915363639593
33,2,0.002391424495726824
33,1500,0.002215360291302204
33,230,0.0006238415953703225
33,298,0.0007809973903931677
33,1500,0.0007378508453257382
33,1445,0.0041800434701144695
33,6,0.0011958061950281262
33,167,0.0004690993227995932
34,6,0.0013511369470506907
34,1500,0.002609610790386796
34,6,1e-06
34,6,0.0022367583587765694
34,7,1e-06
34,1500,0.00317263207398355
34,1500,0.003060959978029132
34,8,0.004284784663468599
34,2,0.0024424055591225624
34,7,0.0008467916049994528
34,1052,0.0032507863361388445
34,11,0.011170295998454094
34,2,0.002092106733471155
34,10,1e-06
34,34,0.017485657706856728
34,4,0.0049663386307656765
34,1500,0.004119827877730131
34,25,0.007051649037748575
34,2,0.0029212492518126965
34,182,0.0006383914151228964
34,6,0.0010465264786034822
34,6,0.0019194355700165033
34,6,0.0023394592572003603
34,8,0.0028504084330052137
34,509,0.002363993087783456
34,2,0.003557784715667367
34,6,0.0035448179114609957
34,1436,0.00047308794455602765
34,6,0.0006500317831523716
34,763,0.024076199159026146
34,1500,0.002072463510558009
34,1500,0.003038084600120783
34,412,0.021603375673294067
34,2,1e-06
34,1500,1e-06
34,1500,0.0013837369624525309
34,7,0.0029847482219338417
34,1500,0.00034285924630239606
34,7,1e-06
34,422,0.0007264020969159901
34,6,0.0023029446601867676
34,2,0.0021587300579994917
34,1500,0.0008619307191111147
34,6,0.0014168035704642534
34,6,0.0012524185003712773
34,2,0.0007829275564290583
34,7,0.0005476591759361327
34,14,0.024066535755991936
34,6,0.0011312852147966623
34,6,0.0011465739225968719
34,39,0.006712599191814661
34,1500,0.0006335704238153994
34,161,0.000472620187792927
34,2,0.0015670977300032973
34,12,0.0032820182386785746
34,6,0.0017890846356749535
34,8,0.0010053464211523533
34,6,0.007798397913575172
34,8,1e-06
34,6,0.0037902838084846735
34,1470,0.000756006280425936
34,580,0.0035019395872950554
35,1500,1e-06
35,0,0.023557787761092186
35,1500,1e-06
35,6,0.0009489860967732966
35,497,0.00032260414445772767
35,8,0.011111266911029816
35,1500,0.002629668917506933
35,8,0.001155837788246572
35,6,0.001559759839437902
35,2,0.0030052782967686653
35,247,0.0004896098398603499
35,6,0.0008176086121238768
35,6,0.0009787739254534245
36,287,0.0004458800540305674
36,18,1e-06
36,6,0.002383946906775236
36,2,0.003059050301089883
36,6,0.0003556800656951964
36,2,0.0020252682734280825
36,1500,0.00037799851270392537
36,6,0.0004228184116072953
36,2,0.0024867739994078875
36,2,0.0022130266297608614
36,2,0.0017597053665667772
36,2,0.004009579308331013
36,1500,0.002371992915868759
36,1473,0.0019602065440267324
36,6,0.0013859302271157503
36,2,0.0016430835239589214
36,1,0.0031123089138418436
36,2,0.0023788183461874723
36,2,0.0018806594889611006
36,2,0.0030788539443165064
36,1478,0.0022629378363490105
36,1500,0.02700563706457615
37,1500,0.0027754781767725945
37,6,0.0012258572969585657
37,12,0.004914742428809404
37,2,0.0017737776506692171
37,2,0.00374405924230814
37,2,1e-06
37,1500,0.0020702264737337828
37,188,0.0007078049820847809
37,1500,0.015129240229725838
37,1500,0.0047791036777198315
37,206,0.0006301836692728102
38,6,1e-06
38,183,0.0004624976427294314
38,1500,0.0027124863117933273
38,51,0.010764732956886292
38,7,7.604254642501473e-05
38,6,0.0031376334372907877
38,2,0.0035706041380763054
38,6,0.0016888498794287443
38,1500,0.0020128455944359303
38,28,0.004038701765239239
38,2,0.00012420985149219632
39,8,0.00048144609900191426
39,1500,0.001891418593004346
39,188,0.0007337777060456574
39,6,0.0009132284321822226
39,1500,0.002130166394636035
39,1459,0.0017265150090679526
39,6,0.0007987558492459357
39,323,0.000723778794053942
39,1500,0.002900921506807208
39,2,0.000814421393442899
39,1422,0.0010608856100589037
40,7,0.0007634815410710871
40,8,0.0007047462859191
40,353,0.00045986921759322286
40,2,0.0038375500589609146
40,1492,0.0017481171526014805
40,2,0.001861723605543375
40,12,0.0012057193089276552
40,6,0.0009700083755888045
40,1412,0.0060750520788133144
40,2,0.002719236770644784
40,6,0.00249073700979352
41,46,0.00472507206723094
41,6,0.0008509939652867615
41,238,0.0007637544185854495
41,7,0.0012062678579241037
41,1500,0.0036606884095817804
41,7,6.304151611402631e-05
41,6,0.00020409777062013745
41,6,0.0023899476509541273
41,2,0.0013295859098434448
41,1500,0.00409314502030611
42,1500,0.0028745834715664387
42,1500,1e-06
42,6,0.0015472228405997157
42,244,0.0005454158526845276
42,205,0.0007270477362908423
42,14,0.012325660325586796
42,977,0.01906357891857624
42,8,0.0011185447219759226
42,6,0.002043751999735832
42,249,0.0009258520440198481
42,7,0.0035137212835252285
42,2,0.000866795948240906
42,1500,0.0010116745252162218
42,6,0.0022277729585766792
42,6,0.00011303980136290193
42,6,0.001269185566343367
42,8,2.0551784473354928e-05
43,154,0.021555716171860695
43,134,0.017602132633328438
43,6,0.00237003481015563
43,2,0.003296914743259549
43,5,0.004895923659205437
43,0,0.005733379628509283
43,8,1e-06
43,2,0.002027814742177725
43,2,0.0034315751399844885
43,1500,0.0014395922189578414
43,16,0.015256918035447598
43,1,0.0019208763260394335
43,8,0.0008330231648869812
44,6,0.0005093217478133738
44,8,0.00041909661376848817
44,4,1e-06
44,1500,0.00240443111397326
44,7,0.002168304519727826
44,6,1e-06
44,1500,0.0014298254391178489
44,6,0.0011879887897521257
44,1500,1.899601011245977e-05
44,2,0.0006716007483191788
45,178,0.0005625198245979846
45,6,0.0009202762157656252
45,2,0.003576412796974182
45,15,0.026782214641571045
45,220,0.0005735036102123559
45,1500,0.00041039014467969537
45,6,0.001675190171226859
45,1500,0.002091549104079604
45,1500,0.0006214583409018815
45,6,0.0001585472491569817
46,7,0.0010589065495878458
46,6,0.0030361285898834467
46,2,0.003423469141125679
46,1481,1e-06
46,5,0.0012624369701370597
46,8,0.011965179815888405
46,1487,0.00018878054106608033
46,1500,0.002098229480907321
46,6,0.00143997382838279
46,1500,0.001075669890269637
46,1396,0.002819227520376444
46,6,0.0003492527757771313
46,404,0.00037670793244615197
46,1500,0.002148030325770378
46,2,0.0032081641256809235
46,6,0.003073832718655467
47,1500,0.006510370410978794
47,7,0.0026472629979252815
47,6,0.002807942684739828
47,1500,0.003393503138795495
47,1500,0.002061654580757022
47,6,0.0007331653614528477
47,1500,0.00320338923484087
47,211,0.0006580371991731226
47,167,0.011991466395556927
47,6,0.0008571372018195689
47,6,0.0009699424845166504
47,1478,0.001066667726263404
47,6,1e-06
48,7,0.0013332816306501627
48,7,0.00015867972979322076
48,2,0.0005243295454420149
48,6,0.00303479190915823
48,7,0.0004745822516269982
48,273,0.0003666899283416569
48,19,1e-06
48,1500,0.0019007788505405188
48,7,0.0039046830497682095
48,2,0.004067471716552973
48,121,0.0003915250417776406
49,17,0.0017311576521024108
49,8,0.001079583540558815
49,2,0.0005266476073302329
49,1500,0.0036124910693615675
49,182,0.00048786873230710626
49,12,0.0032785870134830475
49,2,0.0009923942852765322
49,6,0.0023143752478063107
49,7,0.0020111622288823128
49,4,0.009244181215763092
50,6,1e-06
50,7,1e-06
50,1500,0.0016304029850289226
50,6,0.0013961474178358912
50,1438,0.0006246774573810399
50,8,0.002058715559542179
50,132,0.0005907535669393837
50,6,1.1169408026034944e-05
50,46,0.0022508830297738314
50,1457,0.0008927281596697867
50,1500,0.004877915605902672
50,2,0.0028893810231238604
50,186,0.0001678155385889113
51,1500,0.0034019912127405405
51,1448,0.0008473953348584473
51,7,0.0017144145676866174
51,1500,0.0020415326580405235
51,6,0.002743127988651395
51,7,0.0028941608034074306
51,367,0.001737796701490879
51,8,0.0020791315473616123
51,6,0.0009361652773804963
51,7,0.0016539571806788445
51,2,0.0024547537323087454
51,6,1e-06
51,6,0.00049092952394858
52,7,0.0008744709775783122
52,244,0.0005440328386612236
52,6,0.0019509911071509123
52,6,0.0016606339486315846
52,20,0.01264027040451765
52,6,0.0012343167327344418
52,6,0.0018605015939101577
52,6,0.0024149378295987844
52,1500,0.00044396991143003106
53,6,0.0016859627794474363
53,7,0.0019006994552910328
53,1500,0.0042599779553711414
53,6,0.0017866441048681736
53,8,0.0009629405685700476
53,6,0.00035041040973737836
53,2,0.0006244578980840743
53,1500,0.0020437766797840595
53,2,0.0038764316122978926
53,2,0.0037100138142704964
53,1500,0.002401499543339014
53,38,0.015901640057563782
53,6,0.0018916783155873418
53,1500,0.0034430946689099073
53,6,0.001314274501055479
54,5,0.0010043059010058641
54,6,0.0013160959351807833
54,6,0.001159784384071827
54,2,0.002061731880530715
54,8,0.0010735788382589817
54,1483,0.004523748066276312
54,2,0.0025660942774266005
54,1500,0.001083076000213623
54,431,1e-06
54,54,0.007488966919481754
54,7,0.0023305423092097044
55,1500,0.0020029302686452866
55,1500,0.002934107556939125
55,8,1e-06
55,6,0.002243364928290248
55,2,0.0019742362201213837
55,1500,0.0030775731429457664
55,8,0.004331575706601143
55,6,0.0007510139257647097
55,194,0.0006592472200281918
55,6,0.0016320624854415655
55,226,0.0002713432186283171
56,2,0.0021772130858153105
56,8,1e-06
56,6,0.00365678733214736
56,19,0.0012400734703987837
56,1,0.0021323775872588158
56,504,0.0035634927917271852
56,1500,0.0012007859768345952
56,568,0.0009534578421153128
56,2,0.0030062992591410875
57,7,0.000736295769456774
57,2,0.0038460600189864635
57,6,0.001346885459497571
57,6,0.0005965151940472424
57,6,0.0021808226592838764
57,1500,0.003112595761194825
57,201,0.0004397107404656708
57,1456,0.0030908342450857162
57,8,1e-06
57,113,0.0048079234547913074
58,7,0.0004975093179382384
58,8,0.0008089424227364361
58,6,1e-06
58,71,0.01700228452682495
58,35,0.01284170150756836
58,2,0.0020201250445097685
58,68,0.026139838621020317
58,263,0.0005707645905204117
58,6,0.0006453251116909087
58,8,0.002832254162058234
59,8,0.00043772353092208505
59,57,0.015028820373117924
59,5,0.0006831051432527602
59,7,0.0010334127582609653
59,29,0.013318950310349464
59,2,0.002566720824688673
59,8,0.0006419513956643641
59,1500,0.003724976209923625
59,1500,0.001273104571737349
59,7,0.0011926771840080619
60,3,0.01907760463654995
60,41,0.02884610742330551
60,1500,0.0014394636964425445
60,7,0.0008759964839555323
60,1500,0.0003987146192230284
60,1,0.0015217935433611274
60,180,0.000633001618552953
60,6,0.002211527433246374
60,6,0.0019047860987484455
60,6,0.0030894323717802763
60,6,1e-06
61,1500,0.0017207806231454015
61,1203,0.013650328852236271
61,0,0.011119946837425232
61,1500,0.0038687384221702814
61,9,0.022148791700601578
61,2,0.0014036416541785002
61,12,0.0020002645906060934
61,2,0.005085844546556473
61,1445,0.0006858942215330899
62,6,0.0055253473110497
62,8,0.0017077862285077572
62,228,0.0006625773967243731
62,56,0.01988283172249794
62,1500,0.0028899386525154114
62,6,0.0018605475779622793
62,1500,0.0017155660316348076
62,7,0.003771932562813163
62,12,0.0038027784321457148
62,6,0.0034080161713063717
63,7,0.000292735465336591
63,256,0.000619865080807358
63,1500,0.002187905367463827
63,8,0.0018252577865496278
63,197,0.004224536474794149
63,18,0.00045704731019213796
63,1492,0.003507778747007251
63,2,0.0026218192651867867
63,6,1e-06
63,86,0.006261358503252268
63,7,0.0011900481767952442
63,1500,0.0034879501909017563
64,377,0.0006174748414196074
64,527,0.024559780955314636
64,2,0.0023495787754654884
64,285,0.0005521728307940066
64,7,0.0006448894855566323
64,1376,0.0018213543808087707
64,0,0.010123788379132748
64,1296,0.0006792771746404469
64,6,0.001985168782994151
64,7,0.0014403292443603277
65,188,0.0004498824127949774
65,8,0.0004723896854557097
65,6,0.0036782296374440193
65,8,0.00128189439419657
65,1500,0.004688618239015341
65,41,0.014876849949359894
65,8,0.0019747400656342506
65,1500,0.0020308345556259155
65,504,1e-06
66,6,0.0006763344281353056
66,1454,0.0019456930458545685
66,1461,0.0014602940063923597
66,1500,9.245151886716485e-05
66,2,0.003221800085157156
66,2,0.0029595522210001945
66,1500,0.0013182561378926039
66,2,0.002114584669470787
66,1459,0.0004965775297023356
66,6,0.0016658962704241276
66,120,0.009172579273581505
66,7,0.0011106624733656645
66,1500,0.003352408530190587
66,6,0.0014889572048559785
66,2,1e-06
66,145,0.000505831849295646
66,6,0.0010564213152974844
67,7,0.0005544352461583912
67,1500,0.005174563266336918
67,7,0.0018367624143138528
67,1428,0.002353140851482749
67,1500,0.000459647795651108
67,1500,0.0019193306798115373
67,2,0.003930498845875263
67,1470,0.0037749758921563625
67,0,0.013500222004950047
67,5,0.0008607165073044598
68,2,0.0006692642928101122
68,6,0.0011622749734669924
68,6,0.0018925582990050316
68,7,1e-06
68,6,1e-06
68,6,0.0023400585632771254
68,7,0.0006734268390573561
68,0,0.0033691406715661287
68,6,0.002306203357875347
68,1500,1e-06
68,7,0.0004106085398234427
69,200,0.0007700287387706339
69,1500,0.003714393824338913
69,187,0.00041053706081584096
69,1463,0.0033855789806693792
69,6,0.002742233918979764
69,1500,0.0021658451296389103
69,253,0.006909777410328388
69,444,0.0034654883202165365
69,6,0.0013327521737664938
69,6,0.003921431954950094
70,6,0.0023996129166334867
70,6,0.0019763840828090906
70,426,0.016626590862870216
70,32,0.008869827724993229
70,2,0.0019328779308125377
70,1500,0.0016107838600873947
70,172,0.0006805630982853472
70,2,0.0034616224002093077
70,19,0.0004650473711080849
70,276,0.0006183633231557906
70,1500,0.0024862028658390045
70,1500,0.0031637565698474646
70,6,0.0025746107567101717
70,173,0.0007075665635056794
70,1500,0.00463431840762496
70,2,1e-06
70,6,0.0012648681877180934
70,21,0.01143729966133833
70,2,1e-06
71,6,0.0017913266783580184
71,7,0.0035078946966677904
71,6,0.0013828766532242298
71,206,0.0005351037834770977
71,1500,0.0028465730138123035
71,7,0.0006683990941382945
71,1500,0.003161689732223749
71,7,0.004664226900786161
71,6,0.0007044349913485348
71,247,0.0005626497440971434
72,8,0.0007445703377015889
72,1500,0.002184131182730198
72,1500,0.0004553639446385205
72,6,0.002906322944909334
72,713,0.0014654480619356036
72,6,0.0013470427365973592
72,4,1e-06
72,1500,0.0016002269694581628
72,2,0.0023185606114566326
72,12,0.0019183942349627614
72,1500,0.002045057713985443
72,496,0.019082682207226753
72,7,1e-06
72,7,0.0020992497447878122
72,1500,1e-06
72,2,0.0037385665345937014
72,7,0.0011943136341869831
72,1496,4.0059032471617684e-05
72,1497,0.0036631114780902863
